@RELATION dados

@ATTRIBUTE A39	REAL
@ATTRIBUTE A40	REAL
@ATTRIBUTE A41	REAL
@ATTRIBUTE A42	REAL
@ATTRIBUTE A43	REAL
@ATTRIBUTE A44	REAL
@ATTRIBUTE A45	REAL
@ATTRIBUTE A46	REAL
@ATTRIBUTE A47	REAL
@ATTRIBUTE A48	REAL
@ATTRIBUTE A49	REAL
@ATTRIBUTE A50	REAL
@ATTRIBUTE A51	REAL
@ATTRIBUTE A52	REAL
@ATTRIBUTE A53	REAL
@ATTRIBUTE A54	REAL
@ATTRIBUTE A55	REAL
@ATTRIBUTE A56	REAL
@ATTRIBUTE A57	REAL
@ATTRIBUTE A58	REAL
@ATTRIBUTE A59	REAL
@ATTRIBUTE A60	REAL
@ATTRIBUTE A61	REAL
@ATTRIBUTE A62	REAL
@ATTRIBUTE A63	REAL
@ATTRIBUTE A64	REAL
@ATTRIBUTE A65	REAL
@ATTRIBUTE A66	REAL
@ATTRIBUTE A67	REAL
@ATTRIBUTE A68	REAL
@ATTRIBUTE A69	REAL
@ATTRIBUTE A70	REAL
@ATTRIBUTE A71	REAL
@ATTRIBUTE A72	REAL
@ATTRIBUTE A73	REAL
@ATTRIBUTE A74	REAL
@ATTRIBUTE A75	REAL
@ATTRIBUTE A76	REAL
@ATTRIBUTE class {1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30}

@DATA
0.012579, 0.032673, 0.054666, 0.071041, 0.093509, 0.113524, 0.134093, 0.151893, 0.173727, 0.195878, 0.214548, 0.237095, 0.260433, 0.283138, 0.303785, 0.328864, 0.353071, 0.379336, 0.405285, 0.434081, 0.463273, 0.494284, 0.528618, 0.573632, 0.641193, 0.691428, 0.733357, 0.772042, 0.802421, 0.834540, 0.860172, 0.882639, 0.903050, 0.921324, 0.938491, 0.952731, 0.965626, 0.976544, 8
0.011299, 0.032494, 0.054135, 0.074500, 0.093204, 0.115612, 0.135657, 0.157362, 0.177918, 0.198857, 0.222158, 0.244310, 0.266207, 0.290274, 0.314469, 0.340004, 0.366434, 0.392097, 0.422867, 0.451467, 0.484280, 0.521051, 0.565227, 0.623193, 0.673753, 0.714609, 0.752402, 0.785151, 0.817198, 0.845734, 0.869482, 0.892208, 0.911488, 0.928086, 0.944237, 0.956813, 0.968304, 0.977625, 8
0.014760, 0.033629, 0.053147, 0.072610, 0.090885, 0.110835, 0.129569, 0.149789, 0.169307, 0.188716, 0.209748, 0.229617, 0.250378, 0.271194, 0.292090, 0.313933, 0.336424, 0.358618, 0.382245, 0.406683, 0.433202, 0.459397, 0.488862, 0.521221, 0.555444, 0.594291, 0.635597, 0.697043, 0.742377, 0.780953, 0.814879, 0.844885, 0.872702, 0.900492, 0.924173, 0.944583, 0.961586, 0.975616, 8
0.022308, 0.047367, 0.075592, 0.104349, 0.134882, 0.170118, 0.205178, 0.240947, 0.283166, 0.329586, 0.393669, 0.440237, 0.482959, 0.521716, 0.559142, 0.593817, 0.628669, 0.660089, 0.689053, 0.718609, 0.744882, 0.770473, 0.794645, 0.816893, 0.838166, 0.857278, 0.875828, 0.893195, 0.908787, 0.923314, 0.935799, 0.946982, 0.958462, 0.967485, 0.975237, 0.981716, 0.986953, 0.991243, 9
0.019765, 0.046484, 0.075050, 0.103206, 0.132702, 0.162742, 0.192962, 0.225078, 0.260623, 0.301940, 0.347953, 0.410543, 0.462556, 0.507169, 0.547471, 0.585467, 0.620384, 0.653816, 0.685075, 0.714426, 0.742111, 0.768782, 0.793401, 0.816534, 0.838375, 0.858840, 0.877856, 0.895617, 0.911590, 0.926477, 0.939963, 0.951784, 0.962300, 0.971609, 0.979831, 0.986097, 0.990830, 0.994295, 9
0.020632, 0.049248, 0.078595, 0.107344, 0.137621, 0.170581, 0.204233, 0.239810, 0.276650, 0.321753, 0.376156, 0.433269, 0.479594, 0.521230, 0.559690, 0.595945, 0.630115, 0.663195, 0.693060, 0.721915, 0.749269, 0.775122, 0.799328, 0.822085, 0.843434, 0.863150, 0.881603, 0.898541, 0.914165, 0.928552, 0.941133, 0.952599, 0.962948, 0.971928, 0.979501, 0.985532, 0.990182, 0.993915, 9
0.021930, 0.048039, 0.076006, 0.105572, 0.136617, 0.169245, 0.203197, 0.239317, 0.280132, 0.329289, 0.390313, 0.439728, 0.483983, 0.523697, 0.561811, 0.597140, 0.630077, 0.662309, 0.692426, 0.721648, 0.748239, 0.773540, 0.797706, 0.820323, 0.841186, 0.861207, 0.879490, 0.896105, 0.911791, 0.926445, 0.939345, 0.950577, 0.960604, 0.970270, 0.977907, 0.984116, 0.989173, 0.992957, 9
0.023625, 0.048113, 0.075116, 0.106570, 0.137857, 0.169850, 0.207439, 0.243785, 0.282632, 0.331304, 0.391931, 0.439747, 0.482366, 0.523549, 0.560958, 0.596295, 0.630250, 0.661358, 0.691830, 0.719870, 0.747633, 0.773103, 0.796251, 0.819799, 0.840999, 0.859890, 0.879320, 0.896070, 0.911921, 0.925920, 0.939339, 0.950864, 0.961132, 0.970309, 0.978255, 0.984377, 0.989850, 0.994051, 9
0.020517, 0.051574, 0.084523, 0.115243, 0.149858, 0.186838, 0.224112, 0.264560, 0.313657, 0.373046, 0.421220, 0.464731, 0.504482, 0.542633, 0.577924, 0.612427, 0.644948, 0.676073, 0.705193, 0.732535, 0.759290, 0.784357, 0.807734, 0.830165, 0.850592, 0.868835, 0.886514, 0.903248, 0.918585, 0.931557, 0.944124, 0.954867, 0.964506, 0.972884, 0.979821, 0.985474, 0.990203, 0.993581, 9
0.020456, 0.049553, 0.078587, 0.109372, 0.140614, 0.172274, 0.206130, 0.242169, 0.279768, 0.324398, 0.388861, 0.440432, 0.485518, 0.527432, 0.565310, 0.601882, 0.636157, 0.668173, 0.698818, 0.727788, 0.754360, 0.780336, 0.804421, 0.827580, 0.848530, 0.868161, 0.886345, 0.903159, 0.918412, 0.932396, 0.944946, 0.956011, 0.965909, 0.974424, 0.981416, 0.987228, 0.991593, 0.994816, 9
0.023305, 0.050929, 0.079488, 0.110545, 0.141953, 0.174947, 0.208393, 0.244746, 0.281792, 0.327275, 0.391243, 0.441846, 0.485716, 0.526504, 0.564586, 0.600471, 0.633967, 0.666711, 0.696933, 0.725300, 0.752539, 0.777833, 0.801756, 0.824777, 0.845309, 0.865406, 0.883708, 0.900147, 0.916218, 0.930235, 0.942422, 0.954684, 0.964574, 0.973103, 0.980738, 0.987069, 0.991764, 0.995214, 9
0.021353, 0.050244, 0.080722, 0.111792, 0.143921, 0.176604, 0.210272, 0.246169, 0.286413, 0.338109, 0.398340, 0.446342, 0.489603, 0.529638, 0.567136, 0.602183, 0.635999, 0.667635, 0.698003, 0.726524, 0.753037, 0.778220, 0.802517, 0.824917, 0.846086, 0.865666, 0.883843, 0.900627, 0.916255, 0.930022, 0.942620, 0.953925, 0.963801, 0.972434, 0.979896, 0.985955, 0.990746, 0.994280, 9
0.019568, 0.047435, 0.078342, 0.111707, 0.145345, 0.181443, 0.217267, 0.256232, 0.302302, 0.366198, 0.415648, 0.461034, 0.500785, 0.538385, 0.575097, 0.609111, 0.641623, 0.672427, 0.701250, 0.730141, 0.755857, 0.781675, 0.804590, 0.826412, 0.847278, 0.866266, 0.883990, 0.900417, 0.915648, 0.929889, 0.942354, 0.953658, 0.963425, 0.971826, 0.978997, 0.984871, 0.989447, 0.992794, 9
0.020328, 0.047630, 0.077313, 0.107815, 0.140184, 0.172897, 0.210010, 0.249848, 0.293496, 0.343145, 0.402244, 0.450065, 0.493541, 0.533284, 0.569597, 0.605567, 0.638641, 0.669848, 0.699226, 0.727576, 0.754096, 0.778940, 0.802469, 0.824703, 0.845698, 0.865112, 0.883535, 0.900244, 0.915638, 0.929489, 0.942158, 0.953342, 0.963306, 0.971784, 0.979214, 0.985254, 0.989979, 0.993751, 9
0.022022, 0.050945, 0.077420, 0.107986, 0.137782, 0.167854, 0.201201, 0.235777, 0.270652, 0.311928, 0.354306, 0.419138, 0.470801, 0.515409, 0.555122, 0.592456, 0.627561, 0.660287, 0.691968, 0.721672, 0.749032, 0.774760, 0.799063, 0.822654, 0.843740, 0.863562, 0.882545, 0.899437, 0.914846, 0.929199, 0.942287, 0.953766, 0.964223, 0.973220, 0.980356, 0.986998, 0.991974, 0.995065, 9
0.022625, 0.049249, 0.078364, 0.107928, 0.138567, 0.169959, 0.203414, 0.239790, 0.280433, 0.324752, 0.385941, 0.436875, 0.481193, 0.522195, 0.560633, 0.596418, 0.630213, 0.662806, 0.693087, 0.721575, 0.748969, 0.774732, 0.798612, 0.821274, 0.842572, 0.862885, 0.881028, 0.897773, 0.913532, 0.927355, 0.940263, 0.951827, 0.962189, 0.971118, 0.978432, 0.984653, 0.989548, 0.993133, 9
0.022225, 0.049250, 0.079097, 0.109400, 0.141698, 0.173506, 0.205719, 0.241347, 0.279137, 0.323587, 0.377484, 0.435759, 0.481578, 0.523763, 0.561841, 0.598009, 0.631828, 0.664684, 0.694649, 0.723060, 0.750896, 0.776011, 0.800281, 0.822286, 0.844139, 0.863626, 0.881997, 0.899016, 0.914937, 0.929134, 0.941506, 0.953471, 0.963781, 0.972519, 0.979550, 0.986023, 0.990671, 0.994051, 9
0.019636, 0.048419, 0.080119, 0.110377, 0.143389, 0.178007, 0.214231, 0.257503, 0.303070, 0.354702, 0.410071, 0.457932, 0.498681, 0.538412, 0.574735, 0.608566, 0.641119, 0.672261, 0.701077, 0.728843, 0.755331, 0.779360, 0.803160, 0.825091, 0.845154, 0.864627, 0.883738, 0.900261, 0.915373, 0.929469, 0.942222, 0.953499, 0.963497, 0.972053, 0.979167, 0.984871, 0.989395, 0.992739, 9
0.019064, 0.048250, 0.078262, 0.108784, 0.140938, 0.173308, 0.208685, 0.245536, 0.287419, 0.340563, 0.401608, 0.448168, 0.491033, 0.530596, 0.568626, 0.603158, 0.636491, 0.667250, 0.697556, 0.725779, 0.752449, 0.778078, 0.801781, 0.823773, 0.844921, 0.864437, 0.882715, 0.899421, 0.914810, 0.928784, 0.941618, 0.953194, 0.963336, 0.972317, 0.979707, 0.985898, 0.990576, 0.993956, 9
0.022277, 0.051602, 0.080671, 0.110373, 0.141893, 0.174144, 0.208066, 0.244231, 0.283079, 0.330913, 0.392306, 0.443493, 0.487852, 0.528151, 0.565633, 0.601530, 0.634989, 0.666520, 0.696626, 0.725389, 0.752349, 0.777564, 0.801658, 0.824265, 0.845005, 0.864600, 0.882951, 0.899985, 0.915239, 0.929395, 0.942088, 0.953623, 0.963560, 0.972291, 0.979680, 0.985752, 0.990508, 0.994044, 9
0.022280, 0.050537, 0.079127, 0.108411, 0.138751, 0.172488, 0.205229, 0.242090, 0.282771, 0.330002, 0.391831, 0.442791, 0.486732, 0.527608, 0.565632, 0.601422, 0.635506, 0.667628, 0.698542, 0.726784, 0.754272, 0.779873, 0.803843, 0.826500, 0.847377, 0.867317, 0.885068, 0.902231, 0.916828, 0.931288, 0.943666, 0.954882, 0.964708, 0.973237, 0.980256, 0.986324, 0.990898, 0.994309, 9
0.021427, 0.048423, 0.078630, 0.108788, 0.138256, 0.169907, 0.201960, 0.237575, 0.273110, 0.314311, 0.363184, 0.423886, 0.474043, 0.517892, 0.558338, 0.595735, 0.630661, 0.663740, 0.694573, 0.723527, 0.751406, 0.777456, 0.801788, 0.824724, 0.845541, 0.865652, 0.883997, 0.901380, 0.916996, 0.930767, 0.943848, 0.954875, 0.965099, 0.973461, 0.980491, 0.986670, 0.990875, 0.994567, 9
0.019889, 0.047867, 0.077267, 0.105067, 0.136422, 0.168489, 0.201467, 0.238378, 0.283000, 0.333889, 0.394378, 0.443800, 0.487267, 0.527511, 0.564578, 0.600511, 0.634444, 0.666622, 0.695978, 0.724956, 0.751600, 0.777444, 0.801600, 0.823667, 0.844889, 0.864178, 0.882844, 0.899756, 0.915133, 0.928889, 0.941822, 0.953178, 0.963156, 0.971822, 0.979400, 0.985622, 0.989800, 0.993533, 9
0.000000, 0.024096, 0.046161, 0.071709, 0.094063, 0.116708, 0.138772, 0.164901, 0.179997, 0.202642, 0.225577, 0.251125, 0.278415, 0.308318, 0.342575, 0.378284, 0.409058, 0.471767, 0.530991, 0.569604, 0.616635, 0.650893, 0.680795, 0.710118, 0.741472, 0.767020, 0.792858, 0.816955, 0.839019, 0.859341, 0.877631, 0.895050, 0.910727, 0.924082, 0.936275, 0.950791, 0.962114, 0.970533, 10
0.000000, 0.023529, 0.045398, 0.070035, 0.092457, 0.114325, 0.137855, 0.160830, 0.183253, 0.201799, 0.228097, 0.252457, 0.269343, 0.298408, 0.328858, 0.359862, 0.398893, 0.443737, 0.515433, 0.564152, 0.605675, 0.644706, 0.672111, 0.709758, 0.734948, 0.759308, 0.785606, 0.811903, 0.833495, 0.853149, 0.871972, 0.890519, 0.908235, 0.921799, 0.935917, 0.948374, 0.962768, 0.973287, 10
0.000000, 0.022727, 0.045455, 0.067665, 0.089101, 0.110537, 0.132490, 0.156767, 0.181302, 0.204287, 0.226756, 0.252841, 0.278409, 0.305010, 0.339360, 0.377841, 0.415548, 0.463326, 0.517304, 0.566116, 0.610279, 0.643853, 0.683626, 0.708419, 0.734762, 0.763430, 0.788998, 0.810950, 0.834194, 0.854597, 0.873709, 0.890496, 0.907025, 0.922521, 0.935950, 0.949897, 0.961519, 0.973140, 10
0.015655, 0.033834, 0.054791, 0.081303, 0.104027, 0.124479, 0.148971, 0.173210, 0.197955, 0.222952, 0.247948, 0.277238, 0.304002, 0.336574, 0.375963, 0.439338, 0.504734, 0.549426, 0.590582, 0.635021, 0.665825, 0.696377, 0.725413, 0.754198, 0.778185, 0.800909, 0.824896, 0.846105, 0.864790, 0.883727, 0.901149, 0.918066, 0.931953, 0.945083, 0.956697, 0.965535, 0.973867, 0.980432, 10
0.000000, 0.022727, 0.045713, 0.067924, 0.089360, 0.112087, 0.137138, 0.159866, 0.184401, 0.207386, 0.230372, 0.258006, 0.285899, 0.313791, 0.344783, 0.377583, 0.440599, 0.499225, 0.545971, 0.597107, 0.632490, 0.663740, 0.698605, 0.722882, 0.750000, 0.776601, 0.802428, 0.822831, 0.842459, 0.861054, 0.878874, 0.898502, 0.913998, 0.928202, 0.941632, 0.955062, 0.968233, 0.976756, 10
0.014645, 0.033077, 0.053024, 0.079283, 0.100997, 0.121449, 0.150234, 0.169171, 0.192652, 0.220932, 0.246181, 0.271683, 0.299962, 0.329251, 0.363590, 0.396162, 0.440096, 0.493625, 0.557505, 0.606237, 0.638808, 0.681985, 0.710516, 0.748390, 0.775660, 0.799142, 0.825148, 0.848125, 0.867567, 0.887767, 0.903926, 0.919328, 0.931448, 0.944830, 0.954930, 0.963262, 0.971847, 0.978159, 10
0.000000, 0.027027, 0.051497, 0.063185, 0.079985, 0.104821, 0.128926, 0.144631, 0.171293, 0.186998, 0.212929, 0.235573, 0.259313, 0.281592, 0.303141, 0.328342, 0.358656, 0.384587, 0.408692, 0.444850, 0.486486, 0.531045, 0.591308, 0.637327, 0.682615, 0.717312, 0.753104, 0.781592, 0.807889, 0.829803, 0.855004, 0.876187, 0.897005, 0.913440, 0.930241, 0.947772, 0.964207, 0.969686, 10
0.000000, 0.022472, 0.045701, 0.067668, 0.089130, 0.111350, 0.136346, 0.157808, 0.183058, 0.205782, 0.229264, 0.255271, 0.283803, 0.312839, 0.346168, 0.379750, 0.430754, 0.491352, 0.537306, 0.587552, 0.620881, 0.653958, 0.690569, 0.715314, 0.743593, 0.770357, 0.794344, 0.816311, 0.834996, 0.854943, 0.872617, 0.891302, 0.906704, 0.922358, 0.936245, 0.949628, 0.962757, 0.971342, 10
0.000000, 0.022222, 0.044691, 0.066420, 0.088148, 0.112346, 0.134074, 0.157531, 0.182716, 0.205926, 0.232099, 0.256049, 0.283951, 0.316790, 0.349136, 0.389877, 0.435802, 0.510123, 0.558519, 0.597778, 0.635802, 0.663704, 0.702222, 0.728889, 0.755309, 0.783210, 0.805185, 0.829136, 0.850370, 0.868395, 0.886173, 0.903704, 0.918272, 0.933333, 0.946667, 0.959259, 0.968889, 0.976790, 10
0.000000, 0.025000, 0.048750, 0.070313, 0.093437, 0.117188, 0.133125, 0.152500, 0.179063, 0.205000, 0.231250, 0.255312, 0.283125, 0.313750, 0.339688, 0.367500, 0.401250, 0.451562, 0.514375, 0.568750, 0.608437, 0.639375, 0.679375, 0.710625, 0.739375, 0.767500, 0.794375, 0.815312, 0.836875, 0.857500, 0.873437, 0.892187, 0.910312, 0.923750, 0.939375, 0.951875, 0.964062, 0.970625, 10
0.000000, 0.024096, 0.046161, 0.071709, 0.094353, 0.116127, 0.137611, 0.158223, 0.181449, 0.203513, 0.220932, 0.248802, 0.274060, 0.301350, 0.335607, 0.364349, 0.396865, 0.454348, 0.521992, 0.567281, 0.602700, 0.641893, 0.676150, 0.706053, 0.736246, 0.764407, 0.787923, 0.810858, 0.834954, 0.855857, 0.875018, 0.892147, 0.906372, 0.922921, 0.938598, 0.950210, 0.964726, 0.974888, 10
0.000000, 0.024096, 0.044999, 0.070547, 0.091740, 0.113805, 0.138191, 0.159385, 0.180868, 0.205545, 0.229641, 0.255770, 0.278125, 0.305995, 0.328930, 0.360865, 0.397155, 0.437219, 0.499637, 0.559733, 0.604442, 0.644796, 0.681957, 0.713311, 0.740601, 0.770794, 0.795761, 0.819858, 0.840761, 0.860212, 0.879954, 0.897663, 0.912759, 0.928437, 0.941791, 0.952533, 0.962694, 0.970533, 10
0.000000, 0.023256, 0.045430, 0.069767, 0.091942, 0.112493, 0.136560, 0.158194, 0.180638, 0.205516, 0.231747, 0.255273, 0.283667, 0.310708, 0.335587, 0.367226, 0.401028, 0.448891, 0.524067, 0.573553, 0.613034, 0.652785, 0.684965, 0.712277, 0.743916, 0.770687, 0.793943, 0.816387, 0.840995, 0.860465, 0.879935, 0.896701, 0.913467, 0.925365, 0.939427, 0.954029, 0.965387, 0.974310, 10
0.000000, 0.023256, 0.044889, 0.066252, 0.091401, 0.112764, 0.126555, 0.147377, 0.171714, 0.188480, 0.210925, 0.235803, 0.258518, 0.282856, 0.309086, 0.336128, 0.358843, 0.390752, 0.418605, 0.449162, 0.485398, 0.531909, 0.597080, 0.641698, 0.679286, 0.713359, 0.750676, 0.777177, 0.802055, 0.829097, 0.850189, 0.870741, 0.891833, 0.907518, 0.925095, 0.942131, 0.957004, 0.972688, 10
0.014323, 0.030165, 0.047092, 0.075955, 0.095269, 0.113064, 0.134766, 0.159071, 0.179688, 0.201823, 0.222005, 0.249132, 0.273655, 0.296875, 0.324870, 0.352865, 0.384332, 0.425130, 0.460938, 0.516276, 0.570312, 0.612196, 0.653429, 0.691189, 0.720486, 0.753472, 0.778863, 0.803819, 0.828125, 0.850477, 0.868924, 0.888238, 0.905816, 0.920356, 0.935547, 0.947700, 0.964844, 0.977431, 10
0.000000, 0.024096, 0.045870, 0.071709, 0.094063, 0.115837, 0.140804, 0.164030, 0.187836, 0.206416, 0.233996, 0.258093, 0.274931, 0.305995, 0.334737, 0.367252, 0.418348, 0.472928, 0.538540, 0.581216, 0.624474, 0.659893, 0.687182, 0.722311, 0.747569, 0.771084, 0.796923, 0.821309, 0.842503, 0.861664, 0.881115, 0.899695, 0.916534, 0.930759, 0.944404, 0.956307, 0.967339, 0.975468, 10
0.000000, 0.024390, 0.047293, 0.069899, 0.092802, 0.115407, 0.123438, 0.147234, 0.171029, 0.195419, 0.217133, 0.241820, 0.262344, 0.280785, 0.311124, 0.342058, 0.370613, 0.402439, 0.434265, 0.480369, 0.529447, 0.590125, 0.628792, 0.667162, 0.703153, 0.734087, 0.759369, 0.781975, 0.807852, 0.831945, 0.853956, 0.872992, 0.890839, 0.907198, 0.920286, 0.935753, 0.952112, 0.968174, 10
0.000000, 0.024096, 0.048193, 0.070838, 0.093482, 0.117579, 0.141094, 0.166352, 0.193061, 0.218900, 0.245028, 0.274641, 0.305414, 0.334446, 0.383220, 0.437799, 0.496734, 0.546959, 0.583249, 0.625054, 0.659893, 0.687763, 0.720859, 0.744956, 0.771375, 0.795761, 0.819567, 0.840761, 0.861373, 0.879954, 0.896211, 0.911889, 0.926695, 0.940630, 0.950501, 0.960372, 0.969371, 0.976049, 10
0.000000, 0.025974, 0.049587, 0.071850, 0.085006, 0.100860, 0.124136, 0.147074, 0.164952, 0.185529, 0.206106, 0.231405, 0.251982, 0.277956, 0.292123, 0.318097, 0.348457, 0.372744, 0.396020, 0.419970, 0.451341, 0.486423, 0.533311, 0.584922, 0.647327, 0.689830, 0.723899, 0.754259, 0.782931, 0.808231, 0.836903, 0.861191, 0.883117, 0.902682, 0.918536, 0.940125, 0.960027, 0.972508, 10
0.000000, 0.022222, 0.044691, 0.065926, 0.087407, 0.109136, 0.130370, 0.151852, 0.174074, 0.197778, 0.220000, 0.243210, 0.268642, 0.292840, 0.318272, 0.346667, 0.374321, 0.410123, 0.441975, 0.503704, 0.565679, 0.611852, 0.646173, 0.682469, 0.712346, 0.738519, 0.767654, 0.794815, 0.815062, 0.838025, 0.857531, 0.877284, 0.892840, 0.908889, 0.925679, 0.939506, 0.953086, 0.967160, 10
0.020592, 0.048697, 0.078560, 0.109755, 0.139352, 0.172705, 0.206351, 0.241355, 0.282807, 0.340961, 0.399595, 0.444936, 0.486733, 0.526347, 0.564441, 0.598727, 0.632959, 0.663967, 0.694416, 0.723214, 0.749747, 0.775108, 0.799457, 0.821088, 0.843066, 0.862459, 0.881533, 0.898077, 0.913608, 0.928286, 0.940860, 0.952049, 0.962598, 0.970616, 0.978555, 0.984416, 0.988731, 0.992994, 11
0.018465, 0.038025, 0.068340, 0.095277, 0.124402, 0.149530, 0.181368, 0.213302, 0.243902, 0.276026, 0.308673, 0.341939, 0.377537, 0.416324, 0.465009, 0.526401, 0.575562, 0.617585, 0.656752, 0.692017, 0.723998, 0.753647, 0.780297, 0.805806, 0.830030, 0.852635, 0.872481, 0.891565, 0.908745, 0.924021, 0.938203, 0.950958, 0.960095, 0.969042, 0.976324, 0.982748, 0.987507, 0.991410, 11
0.016514, 0.047024, 0.079098, 0.110067, 0.140158, 0.174329, 0.207090, 0.240880, 0.270819, 0.306401, 0.343357, 0.382067, 0.421197, 0.465628, 0.524323, 0.575046, 0.615320, 0.649644, 0.683244, 0.715318, 0.744646, 0.771534, 0.797315, 0.822219, 0.844416, 0.864629, 0.882477, 0.900021, 0.915162, 0.928625, 0.940829, 0.951584, 0.961805, 0.970729, 0.977594, 0.982819, 0.988082, 0.991972, 11
0.018824, 0.044588, 0.069763, 0.095461, 0.122465, 0.151200, 0.180914, 0.209976, 0.242139, 0.272441, 0.302971, 0.337094, 0.371510, 0.412457, 0.453600, 0.509306, 0.568473, 0.612229, 0.654351, 0.689420, 0.722269, 0.753127, 0.782449, 0.808049, 0.830710, 0.853861, 0.874955, 0.894253, 0.910678, 0.925535, 0.939608, 0.952473, 0.963314, 0.971967, 0.979118, 0.985453, 0.989894, 0.993290, 11
0.013072, 0.039130, 0.067239, 0.096800, 0.126191, 0.156521, 0.185399, 0.214191, 0.246486, 0.281687, 0.315349, 0.355590, 0.399932, 0.445384, 0.503652, 0.551839, 0.589602, 0.628305, 0.663847, 0.695288, 0.725362, 0.753129, 0.778333, 0.804648, 0.827545, 0.849588, 0.869666, 0.888035, 0.904182, 0.917169, 0.931437, 0.943740, 0.954676, 0.964501, 0.972617, 0.978854, 0.984237, 0.988252, 11
0.020082, 0.045313, 0.070312, 0.100228, 0.128591, 0.157652, 0.189457, 0.225998, 0.261348, 0.302107, 0.358108, 0.412712, 0.457145, 0.500336, 0.538249, 0.574142, 0.608302, 0.640986, 0.671756, 0.701232, 0.728663, 0.754438, 0.778583, 0.802521, 0.824077, 0.844004, 0.863853, 0.882123, 0.898375, 0.913695, 0.927799, 0.940091, 0.951167, 0.962114, 0.971042, 0.978495, 0.985249, 0.990658, 11
0.019844, 0.048310, 0.074432, 0.104703, 0.135060, 0.166235, 0.198248, 0.230970, 0.261801, 0.294630, 0.328213, 0.363150, 0.404429, 0.449191, 0.509239, 0.555636, 0.597968, 0.636668, 0.672120, 0.703660, 0.733631, 0.762526, 0.788197, 0.812642, 0.835818, 0.857447, 0.877377, 0.895071, 0.911346, 0.926547, 0.939984, 0.950949, 0.960989, 0.970212, 0.976576, 0.983392, 0.988788, 0.992249, 11
0.016735, 0.047520, 0.076376, 0.106885, 0.136258, 0.169384, 0.203337, 0.235327, 0.268039, 0.301751, 0.341075, 0.388561, 0.434566, 0.493173, 0.539522, 0.578296, 0.615382, 0.649679, 0.683184, 0.712867, 0.741723, 0.769408, 0.794477, 0.818994, 0.840929, 0.861280, 0.880219, 0.897850, 0.913724, 0.927980, 0.940617, 0.951946, 0.961898, 0.970266, 0.977704, 0.983695, 0.988654, 0.992235, 11
0.020302, 0.048230, 0.076955, 0.107407, 0.137970, 0.167325, 0.199918, 0.232263, 0.264307, 0.303594, 0.342305, 0.386228, 0.443429, 0.494376, 0.539287, 0.580713, 0.616955, 0.652016, 0.685460, 0.715638, 0.744472, 0.771385, 0.796214, 0.819616, 0.841728, 0.862222, 0.880796, 0.898957, 0.914458, 0.928422, 0.941125, 0.952483, 0.961893, 0.971139, 0.978409, 0.984005, 0.989355, 0.992840, 11
0.016877, 0.045344, 0.073498, 0.100243, 0.128162, 0.160780, 0.193437, 0.224567, 0.256128, 0.292466, 0.333855, 0.392043, 0.448704, 0.493617, 0.537630, 0.577101, 0.614848, 0.646605, 0.678714, 0.710275, 0.739056, 0.765839, 0.791174, 0.814903, 0.837301, 0.857624, 0.876263, 0.894745, 0.910839, 0.925875, 0.938406, 0.950114, 0.960882, 0.969888, 0.977054, 0.982497, 0.987900, 0.991894, 11
0.016030, 0.044348, 0.073724, 0.102533, 0.132363, 0.165180, 0.196257, 0.226541, 0.257316, 0.289603, 0.324688, 0.359509, 0.394783, 0.436824, 0.489716, 0.544083, 0.591267, 0.631115, 0.667108, 0.700605, 0.732136, 0.760378, 0.786465, 0.810964, 0.835198, 0.856635, 0.875539, 0.894745, 0.911153, 0.925747, 0.938185, 0.949905, 0.960567, 0.969603, 0.976824, 0.982495, 0.987940, 0.992023, 11
0.018871, 0.042594, 0.073963, 0.106705, 0.137585, 0.169493, 0.203313, 0.237477, 0.271934, 0.313352, 0.361582, 0.415498, 0.468189, 0.511567, 0.553524, 0.589403, 0.625233, 0.658612, 0.688707, 0.719341, 0.746054, 0.773503, 0.797128, 0.820704, 0.841878, 0.862906, 0.879767, 0.898245, 0.911969, 0.927360, 0.939565, 0.950887, 0.960494, 0.969954, 0.976914, 0.983090, 0.987697, 0.991569, 11
0.016701, 0.044340, 0.072257, 0.102257, 0.130347, 0.161944, 0.192951, 0.224618, 0.257222, 0.289132, 0.323264, 0.361424, 0.403750, 0.449826, 0.509028, 0.561667, 0.603750, 0.641389, 0.676910, 0.707951, 0.739236, 0.767431, 0.794028, 0.819097, 0.841979, 0.862813, 0.881910, 0.899931, 0.916389, 0.930868, 0.943542, 0.954479, 0.963819, 0.971806, 0.978785, 0.984826, 0.989479, 0.992882, 11
0.018468, 0.039588, 0.071217, 0.095858, 0.124630, 0.150750, 0.178604, 0.207530, 0.236660, 0.268850, 0.300837, 0.338843, 0.376951, 0.425977, 0.495103, 0.544179, 0.587185, 0.624987, 0.661310, 0.693807, 0.725436, 0.755076, 0.781808, 0.806805, 0.830476, 0.852872, 0.872513, 0.890981, 0.907969, 0.923171, 0.937302, 0.948679, 0.959392, 0.967656, 0.975615, 0.981992, 0.987348, 0.990970, 11
